,,Total signal,1000.000,1000.000,1000.000,1000.000,1000.000,1000.000,1000.000,1000.000,0.000,1000.000,1000.000,1000.000,1000.000,1000.000,1000.000,1000.000,1000.000,1000.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PEXXX(38:5)_[M-H]1-,PE,764.5236,77.362,26.089,52.343,151.088,111.746,20.946,49.388,46.776,,84.074,0.468,146.527,0.000,134.880,144.382,5.656,9.679,101.254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PEXXX(39:2)_[M-H]1-,PE,784.5862,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.272,0.000,0.000,0.000,0.000,0.722,0.000,0.071,0.763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PEXXX(40:2)_[M-H]1-,PE,798.6018,1.763,0.000,0.000,0.000,0.000,0.000,0.889,0.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.157,0.000,0.525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PEXXX(40:4)_[M-H]1-,PE,794.5705,0.000,0.000,0.000,0.815,1.482,0.730,1.309,0.000,,1.224,3.328,0.000,0.000,0.000,0.000,5.554,6.785,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PEXXX(40:6)_[M-H]1-,PE,790.5392,0.000,0.000,0.000,0.879,0.000,0.356,0.000,0.000,,0.729,32.468,0.000,0.000,0.000,0.000,68.051,112.403,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PEXXX(40:9)_[M-H]1-,PE,784.4923,0.000,0.000,0.000,0.000,0.000,0.337,0.000,0.000,,0.000,0.532,0.000,0.000,0.000,0.000,0.000,0.501,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PEXXX(43:2)_[M-H]1-,PE,840.6488,0.000,0.000,1.667,0.685,0.000,0.408,0.199,0.000,,0.000,0.000,1.434,3.395,1.724,3.191,0.173,0.446,1.597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PEXXX(44:4)_[M-H]1-,PE,850.6331,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PE-OX(34:3)_[M-H]1-,PE-O,698.513,0.000,0.000,0.000,0.000,0.000,0.328,4.419,0.000,,0.559,0.409,2.034,5.438,0.597,0.943,0.000,0.000,4.673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PE-OX(36:4)_[M-H]1-,PE-O,724.5287,0.000,0.000,1.821,0.394,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,1.535,0.161,0.000,1.283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PE-OX(38:2)_[M-H]1-,PE-O,756.5913,0.000,0.000,0.000,0.606,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,1.093,0.000,0.000,0.449,2.366,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PE-OX(38:4)_[M-H]1-,PE-O,752.56,0.000,0.000,1.455,0.000,0.000,0.000,0.000,0.668,,0.437,0.000,0.000,0.000,0.000,0.000,0.533,0.226,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PE-OX(38:5)_[M-H]1-,PE-O,750.5443,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,3.290,0.445,0.000,0.000,0.000,0.000,15.162,27.506,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PE-OX(40:3)_[M-H]1-,PE-O,782.6069,1.122,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PE-OX(40:7)_[M-H]1-,PE-O,774.5443,0.000,0.000,0.049,0.000,0.000,0.000,0.000,0.000,,0.000,2.600,0.569,0.000,0.000,0.000,26.474,43.117,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PGXXX(36:1)_[M-H]1-,PG,775.548913,2.496,2.858,0.000,6.023,0.000,1.600,0.000,2.153,,1.711,3.725,5.820,0.000,5.242,4.770,16.689,43.355,1.276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PGXXX(39:2)_[M-H]1-,PG,815.580213,0.000,0.000,0.000,0.000,0.000,0.000,3.793,0.000,,0.507,0.000,0.000,0.415,0.954,0.000,0.000,0.000,0.150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PGXXX(43:4)_[M-H]1-,PG,867.611513,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.426,0.000,0.000,10.155,0.000,0.000,0.000,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PGXXX(43:5)_[M-H]1-,PG,865.595863,0.000,0.000,0.000,0.676,0.000,0.000,0.000,0.000,,0.620,0.000,0.000,0.000,0.000,0.000,0.034,0.112,1.041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PGXXX(44:9)_[M-H]1-,PG,871.548913,0.000,0.000,0.754,0.738,0.000,0.191,0.000,3.527,,0.000,0.858,0.539,0.000,0.000,0.983,0.000,0.528,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PGXXX(46:7)_[M-H]1-,PG,903.611513,3.847,1.835,0.000,0.000,0.000,0.349,2.520,0.000,,0.000,0.000,0.000,0.000,0.731,0.000,0.000,0.131,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PGXXX(48:7)_[M-H]1-,PG,931.642813,0.143,0.000,1.881,0.000,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PGXXX(50:9)_[M-H]1-,PG,955.642813,0.000,0.000,1.337,0.000,0.541,0.357,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PG-OX(39:0)_[M-H]1-,PG-O,805.6328,0.000,0.000,0.000,0.000,0.991,0.000,0.000,0.000,,0.000,0.000,0.000,4.017,0.000,1.068,0.000,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PG-OX(40:2)_[M-H]1-,PG-O,815.6171,0.000,1.544,0.000,0.000,0.000,0.000,0.000,1.442,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PG-OX(42:6)_[M-H]1-,PG-O,835.5858,0.000,1.125,0.000,0.462,1.210,0.000,0.000,1.704,,0.000,0.000,0.000,0.000,0.000,0.000,0.274,0.215,1.072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PIXXX(32:1)_[M-H]1-,PI,807.502358,11.298,3.963,17.105,4.321,39.419,2.461,3.943,20.250,,1.223,0.000,0.000,0.000,1.089,0.000,0.000,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PIXXX(34:0)_[M-H]1-,PI,837.549308,0.000,1.694,0.000,0.041,1.740,0.000,1.757,2.108,,0.852,0.000,0.000,3.438,0.000,0.000,0.151,0.416,0.912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PIXXX(35:0)_[M-H]1-,PI,851.564958,0.000,0.000,3.411,0.386,0.000,0.361,0.000,0.000,,0.000,1.405,0.000,6.041,0.000,0.000,0.654,0.213,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PIXXX(35:2)_[M-H]1-,PI,847.533658,0.000,1.726,0.000,0.016,2.629,0.415,0.000,1.547,,0.350,0.461,0.000,0.000,0.000,0.000,0.358,0.218,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PIXXX(36:1)_[M-H]1-,PI,863.564958,0.000,1.397,0.000,1.446,0.000,0.000,0.000,0.000,,0.000,0.914,0.616,0.000,0.000,1.872,0.960,2.584,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PIXXX(37:0)_[M-H]1-,PI,879.596258,1.747,0.000,0.000,0.000,0.000,1.233,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0.000,4.091,1.181,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PIXXX(37:4)_[M-H]1-,PI,871.533658,0.000,0.000,0.000,0.806,0.000,0.000,0.000,3.309,,0.000,0.858,0.000,0.000,0.000,0.746,0.000,0.448,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PIXXX(37:6)_[M-H]1-,PI,867.502358,2.325,0.000,1.405,0.000,0.000,1.160,0.000,8.588,,0.000,0.000,0.691,0.000,0.000,0.000,0.000,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PIXXX(38:5)_[M-H]1-,PI,883.533658,0.000,0.000,0.000,0.000,0.690,0.000,0.000,0.000,,0.000,0.796,0.000,0.000,0.621,0.000,3.432,6.360,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PIXXX(39:0)_[M-H]1-,PI,907.627558,0.000,0.000,0.000,0.000,0.000,0.326,0.000,0.000,,0.542,0.000,1.160,5.787,0.000,0.181,4.534,0.193,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PIXXX(39:2)_[M-H]1-,PI,903.596258,3.847,1.921,0.000,0.755,0.000,0.386,1.271,0.000,,0.000,0.029,0.000,0.000,1.148,0.000,0.000,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PIXXX(40:0)_[M-H]1-,PI,921.643208,0.990,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PIXXX(43:4)_[M-H]1-,PI,955.627558,0.000,0.000,1.285,0.000,1.161,0.000,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.152,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PIXXX(44:5)_[M-H]1-,PI,967.627558,0.000,0.000,0.000,0.000,0.000,0.033,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.020,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PIXXX(46:3)_[M-H]1-,PI,999.690158,1.151,1.101,0.000,0.000,1.394,0.211,0.000,0.000,,0.851,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PI-OX(38:6)_[M-H]1-,PI-O,867.5393,0.000,0.000,0.000,0.000,0.000,0.373,0.000,0.000,,0.000,0.000,0.000,4.522,0.000,1.098,0.460,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PI-OX(40:2)_[M-H]1-,PI-O,903.6332,0.213,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,0.000,0.719,0.000,0.000,0.203,0.296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PI-OX(40:5)_[M-H]1-,PI-O,897.5862,0.000,2.098,0.000,0.000,1.060,0.000,1.825,0.000,,1.110,0.000,1.102,0.000,0.000,0.000,0.000,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PI-OX(41:0)_[M-H]1-,PI-O,921.6801,1.322,0.000,2.475,0.000,0.000,0.375,0.000,0.000,,0.000,0.000,0.901,3.640,0.000,1.463,0.000,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PI-OX(42:2)_[M-H]1-,PI-O,931.6645,0.000,0.000,0.000,0.000,0.000,0.000,1.385,0.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SMXXX(33:1)_[M+OAC]1-,SM,747.5658,0.000,2.614,0.000,2.128,0.000,2.408,2.127,0.000,,39.654,14.438,0.000,4.129,0.000,0.000,11.218,6.671,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SMXXX(34:1)_[M+OAC]1-,SM,761.5814,5.930,1.465,2.775,0.039,9.848,0.000,3.447,0.000,,0.000,0.473,1.337,0.000,0.907,1.226,0.000,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SMXXX(35:1)_[M+OAC]1-,SM,775.5971,1.659,0.000,0.000,0.000,0.000,0.000,3.666,0.000,,0.000,1.321,0.000,0.000,0.580,0.000,15.888,6.117,2.200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SMXXX(36:1)_[M+OAC]1-,SM,789.6127,0.000,0.000,1.487,0.000,19.860,0.000,1.858,0.000,,0.680,0.000,1.905,3.170,1.016,0.428,0.901,0.254,1.135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SMXXX(37:1)_[M+OAC]1-,SM,803.6284,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000,2.702,0.000,3.710,0.000,0.595,0.000,0.000,0.337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SMXXX(38:1)_[M+OAC]1-,SM,817.644,1.515,0.000,3.525,1.108,1.378,1.154,3.556,0.992,,0.000,0.415,0.958,3.354,0.000,1.057,0.000,0.255,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SMXXX(38:2)_[M+OAC]1-,SM,815.6284,0.000,1.576,0.000,0.000,0.000,0.000,1.229,0.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SMXXX(38:3)_[M+OAC]1-,SM,813.6127,0.000,0.000,0.000,0.000,0.000,0.000,2.662,0.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SMXXX(39:1)_[M+OAC]1-,SM,831.6597,0.000,0.000,0.000,0.000,0.000,0.363,0.000,0.000,,0.000,0.399,0.000,3.431,0.000,0.000,1.040,0.438,1.482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SMXXX(39:2)_[M+OAC]1-,SM,829.644,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,2.265,0.000,0.000,0.000,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SMXXX(40:2)_[M+OAC]1-,SM,843.6597,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SMXXX(40:3)_[M+OAC]1-,SM,841.644,0.000,0.000,0.000,0.000,0.000,0.000,2.927,0.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SMXXX(41:0)_[M+OAC]1-,SM,859.691,0.000,0.000,0.000,0.000,0.000,0.000,1.813,0.000,,1.613,0.000,0.000,0.000,0.000,0.000,0.156,0.564,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SMXXX(41:1)_[M+OAC]1-,SM,857.6753,0.000,0.000,0.000,0.826,0.000,0.535,0.000,0.000,,2.349,0.491,0.000,0.000,0.000,0.958,1.338,0.947,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SMXXX(42:0)_[M+OAC]1-,SM,875.7223,0.000,0.000,0.000,0.888,0.000,0.000,0.000,0.000,,0.262,0.000,0.008,3.334,1.092,0.957,0.000,0.000,0.708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SMXXX(42:3)_[M+OAC]1-,SM,869.6753,0.000,0.000,0.000,0.000,0.000,0.237,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
